STATUT AMM,STATUT COMMERCIALISATION,SPECIALITE,DOSAGE,FORME,PRESENTATION,PP GN,SUBSTANCE ACTIVE,CLASSE THERAPEUTIQUE,EPI,PPV,PH,PFHT,CODE,TVA,Start of Week 1 Stock,Week 1 Sales,End of Week 1 Stock,Start of Week 2 Stock,Week 2 Sales,End of Week 2 Stock,Start of Week 3 Stock,Week 3 Sales,End of Week 3 Stock,Start of Week 4 Stock,Week 4 Sales,End of Week 4 Stock,Selling Speed,Reorder Point,Shortage
AMM ENREGISTREE,Commercialisé,DILOVAC,25 MG,COMPRIME SECABLE,BOITE DE 30,GN,CARVEDILOL,CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"72,80","45,50","43,33",86,,96,32,64,114,7,107,107,11,96,96,35,61,Medium,30,False
AMM ENREGISTREE,Commercialisé,DILOVAC,"6,25 MG",COMPRIME SECABLE,BOITE DE 30,GN,CARVEDILOL,CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"31,20","19,50","18,57",87,,59,37,22,22,13,9,9,7,2,2,1,1,Slow,20,True
AMM ENREGISTREE,Commercialisé,DIPICOR,10 MG,COMPRIME,BOITE DE 30,GN,AMLODIPINE,CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"80,50","50,30","47,94",88,,148,42,106,135,29,106,106,21,85,85,33,52,Fast,40,False
AMM ENREGISTREE,Commercialisé,DIPICOR,10 MG,COMPRIME,BOITE DE 60,GN,AMLODIPINE,CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"159,20","99,50","94,75",89,,192,13,179,179,34,145,191,47,144,144,25,119,Medium,30,False
AMM ENREGISTREE,Commercialisé,DIPICOR,5 MG,COMPRIME,BOITE DE 30,GN,AMLODIPINE,CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"53,00","33,10","31,54",90,,176,6,170,202,30,172,172,47,125,125,46,79,Fast,40,False
AMM ENREGISTREE,Commercialisé,DIPICOR,5 MG,COMPRIME,BOITE DE 60,GN,AMLODIPINE,CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"99,00","61,90","58,93",91,,50,16,34,34,22,12,61,5,56,56,0,56,Slow,20,False
AMM ENREGISTREE,Commercialisé,DONA,1500 MG,POUDRE POUR SOLUTION ORAL,BOITE DE 30 SACHETS,GN,GLUCOSAMINE (SULFATE),RHUMATOLOGIE,AFRIC PHAR,"129,90","81,20","77,33",92,,108,3,105,105,2,103,103,30,73,93,16,77,Slow,20,False
AMM ENREGISTREE,Commercialisé,DOXICAN,20 MG,GELULE,BOITE DE 10,GN,TENOXICAM,ANTI-INFLAMMATOIRES,AFRIC PHAR,"41,10","25,70","24,49",93,,94,47,47,47,32,15,15,12,3,3,0,3,Medium,30,True
AMM ENREGISTREE,Commercialisé,DOXICAN,20 MG,GELULE,BOITE DE 20,GN,TENOXICAM,ANTI-INFLAMMATOIRES,AFRIC PHAR,"72,40","45,20","43,10",94,,108,13,95,95,48,47,47,9,38,38,33,5,Medium,30,True
AMM ENREGISTREE,Non Commercialisé,DOXICAN,20 MG,SUPPOSITOIRE,BOITE DE 6,GN,TENOXICAM,ANTI-INFLAMMATOIRES,AFRIC PHAR,"37,40","23,40","22,25",95,,107,27,80,109,36,73,73,17,56,56,25,31,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,ELEBLOC,"0,01",COLLYRE,FLACON DE 5 ML,GN,CARTEOLOL (CHLORHYDRATE),OPHTALMOLOGIE,AFRIC PHAR,"35,40","22,10","21,08",96,,169,19,150,150,14,136,136,33,103,103,45,58,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,ELEBLOC,"0,02",COLLYRE,FLACON DE 5 ML,GN,CARTEOLOL (CHLORHYDRATE),OPHTALMOLOGIE,AFRIC PHAR,"37,70","23,50","22,42",97,,194,21,173,173,18,155,205,49,156,156,19,137,Medium,30,False
AMM RETIREE,Rertiré du Marché,ELLEACNELLE,"2 MG / 0,035 MG",COMPRIME,BOITE DE 21,GN,CYPROTERONE (ACETATE) // ETHINYLESTRADIOL,GYNECOLOGIE,AFRIC PHAR,"36,50","22,70","20,30",98,,195,25,170,195,36,159,159,6,153,153,8,145,Slow,20,False
AMM ENREGISTREE,Commercialisé,EUCARBON,180 MG / 25 MG / 105 MG / 25 MG,COMPRIME,BOITE DE 30,PP,CHARBON VEGETAL // EXTRAIT DE RHUBARBE // FEUILLES DE SENE // SOUFRE,GASTRO-ENTEROLOGIE,AFRIC PHAR,"29,90","18,70","17,80",99,,71,5,66,66,13,53,53,30,23,57,15,42,Slow,20,False
AMM ENREGISTREE,Commercialisé,EUCARBON,180 MG / 25 MG / 105 MG / 50 MG,COMPRIME,BOITE DE 100,PP,CHARBON VEGETAL // EXTRAIT DE RHUBARBE // FEUILLES DE SENE // SOUFRE,GASTRO-ENTEROLOGIE,AFRIC PHAR,"85,00","53,10","50,62",100,,190,4,186,186,33,153,153,37,116,116,13,103,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,EXOCINE,"0,003",COLLYRE,FLACON DE 5 ML,PP,OFLOXACINE,OPHTALMOLOGIE,AFRIC PHAR,"37,70","23,60","22,47",101,,165,11,154,154,7,147,147,4,143,143,30,113,Slow,20,False
AMM ENREGISTREE,Commercialisé / AO,FEIBA,1000 UI / 20 ML,POUDRE LYOPHILISEE POUR INJECTION OU PERFUSION IV,COFFRET(2 FLACONS / 20 ML+ SERINGUE + AIGUILLE + DISPOSITIF DE TRANSFERT + 1 NECESSAIRE),PP,FACTEURS DE COAGULATION AYANT ACTIVITE COURT-CIRCUITANT L'INHIBITEUR DU FACTEUR VIII,HEMATOLOGIE ET HEMOSTASE,AFRIC PHAR,"6472,00","6251,00","5953,72",102,,98,16,82,82,5,77,77,21,56,94,10,84,Slow,20,False
AMM ENREGISTREE,Commercialisé / AO,FEIBA,500 UI / 20 ML,POUDRE LYOPHILISEE POUR INJECTION OU PERFUSION IV,COFFRET(2 FLACONS / 20 ML+ SERINGUE + AIGUILLE + DISPOSITIF DE TRANSFERT + 1 NECESSAIRE),PP,FACTEURS DE COAGULATION AYANT ACTIVITE COURT-CIRCUITANT L'INHIBITEUR DU FACTEUR VIII,HEMATOLOGIE ET HEMOSTASE,AFRIC PHAR,"3435,00","3124,00","2975,52",103,,65,34,31,81,27,54,54,1,53,53,2,51,Slow,20,False
AMM ENREGISTREE,Commercialisé / AO,FERRIPROX,100 MG / ML,SOLUTION ORALE,FLACON DE 500 ML,PP,DEFERIPRONE,TOXICOLOGIE,AFRIC PHAR,"1388,00","1120,00","1067,47",104,,102,3,99,99,29,70,70,47,23,43,16,27,Medium,30,True
AMM ENREGISTREE,Commercialisé,FERRIPROX,500 MG,COMPRIME PELLICULE,BOITE DE 100,PP,DEFERIPRONE,TOXICOLOGIE,AFRIC PHAR,"2384,00","2042,00","1945,32",105,,132,46,86,86,41,45,45,26,19,19,18,1,Fast,40,True
AMM ENREGISTREE,Commercialisé,FLAMIX,15 MG,COMPRIME,BOITE DE 14,GN,MELOXICAM,ANTI-INFLAMMATOIRES,AFRIC PHAR,"56,90","35,60","33,88",106,,130,31,99,130,11,119,119,3,116,116,11,105,Slow,20,False
AMM ENREGISTREE,Commercialisé,FLAMIX,"7,5 MG",COMPRIME,BOITE DE 14,GN,MELOXICAM,ANTI-INFLAMMATOIRES,AFRIC PHAR,"33,80","21,10","20,14",107,,152,43,109,109,21,88,88,15,73,117,37,80,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,FLOXIL,500 MG,GELULE,BOITE DE 16,GN,FLUCLOXACILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,ATLAS PHARM,"74,10","46,30","44,11",108,,80,15,65,65,19,46,46,29,17,17,10,7,Slow,20,True
AMM ENREGISTREE,Non Commercialisé,FLOXIL,500 MG,GELULE,BOITE DE 24,GN,FLUCLOXACILLINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,ATLAS PHARM,"105,90","66,20","63,03",109,,162,18,144,144,26,118,118,37,81,131,30,101,Medium,30,False
AMM ENREGISTREE,Commercialisé,GANFORT,"0,3 MG / ML + 5 MG / ML",COLLYRE,FLACON DE 3 ML,PP,BIMATOPROST // TIMOLOL,OPHTALMOLOGIE,AFRIC PHAR,"212,00","132,80","126,46",110,,187,38,149,149,40,109,109,8,101,127,32,95,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,GAPREX,150 MG,GELULE,BOITE DE 10,GN,PREGABALINE,NEUROLOGIE-PSYCHIATRIE,AFRIC PHAR,"61,20","38,20","36,43",111,,126,21,105,105,11,94,94,17,77,116,2,114,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,GAPREX,150 MG,GELULE,BOITE DE 30,GN,PREGABALINE,NEUROLOGIE-PSYCHIATRIE,AFRIC PHAR,"161,10","100,70","95,87",112,,134,3,131,131,23,108,108,2,106,106,31,75,Slow,20,False
AMM ENREGISTREE,Commercialisé,GAPREX,150 MG,GELULE,BOITE DE 60,GN,PREGABALINE,NEUROLOGIE-PSYCHIATRIE,AFRIC PHAR,"271,00","180,10","171,53",113,,160,29,131,131,20,111,111,30,81,81,43,38,Fast,40,True
AMM ENREGISTREE,Non Commercialisé,GAPREX,25 MG,GELULE,BOITE DE 30,GN,PREGABALINE,NEUROLOGIE-PSYCHIATRIE,AFRIC PHAR,"57,10","35,70","34,01",114,,168,41,127,127,3,124,124,48,76,76,34,42,Fast,40,False
AMM ENREGISTREE,Commercialisé,GAPREX,25 MG,GELULE,BOITE DE 60,GN,PREGABALINE,NEUROLOGIE-PSYCHIATRIE,AFRIC PHAR,"102,10","63,80","60,77",115,,186,36,150,150,31,119,119,32,87,87,18,69,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,GAPREX,75 MG,GELULE,BOITE DE 10,GN,PREGABALINE,NEUROLOGIE-PSYCHIATRIE,AFRIC PHAR,"40,60","25,40","24,19",116,,150,12,138,138,22,116,116,31,85,85,8,77,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,GAPREX,75 MG,GELULE,BOITE DE 30,GN,PREGABALINE,NEUROLOGIE-PSYCHIATRIE,AFRIC PHAR,"106,90","66,80","63,66",117,,97,8,89,89,43,46,46,28,18,18,14,4,Medium,30,True
AMM ENREGISTREE,Commercialisé,GAPREX,75 MG,GELULE,BOITE DE 60,GN,PREGABALINE,NEUROLOGIE-PSYCHIATRIE,AFRIC PHAR,"191,60","119,70","114,03",118,,73,0,73,73,23,50,50,19,31,53,14,39,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,GASTROLIBER,30 MG,GELULE,BOITE DE 30,GN,LANSOPRAZOLE,GASTRO-ENTEROLOGIE,ATLAS PHARM,"135,50","84,70","80,66",119,,124,45,79,79,23,56,56,13,43,43,11,32,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,GEMCITABINE HOSPIRA,2 G,POUDRE POUR SOLUTION A PERFUSION,FLACON DE 100 ML,GN,GEMCITABINE,CANCEROLOGIE-HEMATOLOGIE,PFIZER,"1212,00","939,00","894,55",120,,97,26,71,109,6,103,103,49,54,54,1,53,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,GENTADEXA,0,SOLUTION OPHTALMIQUE,FLACON DE 10 ML,GN,GENTAMICINE // DEXAMETHASONE // TETRYZOLINE (CHLORHYDRATE),OPHTALMOLOGIE,AFRIC PHAR,"18,70","11,70","11,13",121,,105,48,57,57,3,54,54,46,8,8,7,1,Medium,30,True
AMM ENREGISTREE,Non Commercialisé,GENTAL,"0,003",COLLYRE,FLACON DE 10 ML,GN,GENTAMICINE,OPHTALMOLOGIE,AFRIC PHAR,"19,50","12,20","11,63",122,,185,12,173,201,41,160,160,11,149,149,31,118,Medium,30,False
AMM ENREGISTREE,Commercialisé,GENTAMYCINE,160 MG,SOLUTION INJECTABLE,BOITE DE 6 AMPOULES DE 4 ML,GN,GENTAMICINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,AFRIC PHAR,"112,00","70,00","66,67",123,,186,45,141,141,11,130,130,43,87,87,28,59,Fast,40,False
AMM ENREGISTREE,Commercialisé,GENTAMYCINE,160 MG,SOLUTION INJECTABLE,BOITE UNITAIRE DE 4 ML,GN,GENTAMICINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,AFRIC PHAR,"26,20","16,30","15,58",124,,158,3,155,155,11,144,144,7,137,137,19,118,Very Slow,10,False
AMM ENREGISTREE,Commercialisé / AO,GENTAMYCINE,40 MG,SOLUTION INJECTABLE,BOITE DE 6 AMPOULES DE 2 ML,GN,GENTAMICINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,AFRIC PHAR,"50,50","31,50","30,04",125,,53,17,36,36,21,15,15,14,1,1,0,1,Slow,20,True
AMM ENREGISTREE,Commercialisé,GENTAMYCINE LLORENTE,120 MG,SOLUTION INJECTABLE,BOITE DE 6 AMPOULES (3 ML),GN,GENTAMICINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,AFRIC PHAR,"104,60","65,40","62,25",126,,92,32,60,60,42,18,57,9,48,48,3,45,Medium,30,False
AMM ENREGISTREE,Commercialisé,GENTAMYCINE LLORENTE,120 MG,SOLUTION INJECTABLE,BOITE UNITAIRE (3 ML),GN,GENTAMICINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,AFRIC PHAR,"21,50","13,40","12,79",127,,151,38,113,113,14,99,99,18,81,101,13,88,Medium,30,False
AMM ENREGISTREE,Commercialisé,GENTAMYCINE LLORENTE,40 MG,SOLUTION INJECTABLE,BOITE UNITAIRE (2 ML),GN,GENTAMICINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,AFRIC PHAR,"11,40","7,10","6,81",128,,161,4,157,157,26,131,131,31,100,100,27,73,Medium,30,False
AMM ENREGISTREE,Commercialisé,GENTAMYCINE LLORENTE,80 MG,SOLUTION INJECTABLE,BOITE UNITAIRE (2 ML),GN,GENTAMICINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,AFRIC PHAR,"16,90","10,50","10,04",129,,166,46,120,120,15,105,134,41,93,93,49,44,Fast,40,False
AMM ENREGISTREE,Commercialisé,GENTAMYCINE LLORENTE,80 MG,SOLUTION INJECTABLE,BOITE DE 6 AMPOULES (2 ML),GN,GENTAMICINE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,AFRIC PHAR,"81,40","50,90","48,48",130,,99,19,80,80,33,47,94,16,78,78,9,69,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,GIROFLOX,200 MG / 100 ML,SOLUTION POUR PERFUSION,FLACON DE 100 ML,GN,CIPROFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,ATLAS PHARM,"133,60","83,50","79,55",131,,200,23,177,177,40,137,137,0,137,163,23,140,Medium,30,False
AMM ENREGISTREE,Commercialisé,HIPOTENSIL,25 MG,COMPRIME,BOITE DE 30,GN,CAPTOPRIL,CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"75,00","46,90","44,64",132,,73,47,26,26,16,10,10,5,5,5,0,5,Slow,20,True
AMM ENREGISTREE,Commercialisé,HIPOTENSIL,50 MG,COMPRIME,BOITE DE 30,GN,CAPTOPRIL,CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"140,00","87,50","83,33",133,,175,39,136,136,23,113,113,3,110,110,19,91,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,HYPRIL,"20 MG / 12,5 MG",COMPRIME,BOITE DE 60,GN,ENALAPRIL (MALEATE) // HYDROCHLOROTHIAZIDE,CARDIOLOGIE ET ANGEIOLOGIE,ATLAS PHARM,"125,80","78,60","74,90",134,,97,40,57,57,46,11,11,8,3,3,1,2,Medium,30,True
AMM ENREGISTREE,Commercialisé,ICAM,5 MG,COMPRIME PELLICULE,BOITE DE 14,GN,LEVOCETIRIZINE (DICHLORHYDRATE),ALLERGOLOGIE,AFRIC PHAR,"37,40","23,40","22,29",135,,140,24,116,162,45,117,117,8,109,109,27,82,Medium,30,False
AMM ENREGISTREE,Commercialisé,ICAM,5 MG,COMPRIME PELLICULE,BOITE DE 28,GN,LEVOCETIRIZINE (DICHLORHYDRATE),ALLERGOLOGIE,AFRIC PHAR,"65,90","41,20","39,23",136,,137,16,121,121,12,109,109,36,73,115,16,99,Slow,20,False
AMM ENREGISTREE,Commercialisé,ICAM,5 MG,COMPRIME PELLICULE,BOITE DE 7,GN,LEVOCETIRIZINE (DICHLORHYDRATE),ALLERGOLOGIE,AFRIC PHAR,"21,00","13,10","12,48",137,,187,11,176,176,19,157,157,1,156,156,49,107,Slow,20,False
AMM ENREGISTREE,Commercialisé,INALER,100 µG,AEROSOL,FLACON 200 DOSES,GN,SALBUTAMOL SULFATE,PNEUMOLOGIE,AFRIC PHAR,"42,20","26,40","25,14",138,,112,27,85,109,22,87,87,1,86,86,2,84,Slow,20,False
AMM ENREGISTREE,Commercialisé,INALER,2 MG / 5 ML,SOLUTION BUVABLE,FLACON DE 100 ML,GN,SALBUTAMOL SULFATE,PNEUMOLOGIE,AFRIC PHAR,"16,30","10,20","9,70",139,,135,32,103,103,34,69,69,33,36,36,29,7,Fast,40,True
AMM ENREGISTREE,Commercialisé,INESO,20 MG,GELULE GASTRO-RESISTANTE,BOITE DE 28,GN,ESOMEPRAZOLE,GASTRO-ENTEROLOGIE,DEVA PHARMACEUTIQUE,"129,90","81,20","77,33",140,,61,29,32,82,3,79,79,15,64,64,1,63,Slow,20,False
AMM ENREGISTREE,Commercialisé,IPOSEC,30 MG,GELULE,BOITE DE 15,GN,LANSOPRAZOLE,GASTRO-ENTEROLOGIE,AFRIC PHAR,"55,10","34,50","32,82",141,,156,45,111,111,46,65,65,16,49,49,10,39,Medium,30,False
AMM ENREGISTREE,Commercialisé,IPOSEC,30 MG,GELULE,BOITE DE 30,GN,LANSOPRAZOLE,GASTRO-ENTEROLOGIE,AFRIC PHAR,"111,20","69,50","66,20",142,,120,35,85,85,19,66,66,24,42,42,22,20,Medium,30,True
AMM ENREGISTREE,Commercialisé,IRVEL,150 MG,COMPRIME PELLICULE,BOITE DE 14,GN,IRBESARTAN,CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"60,90","38,00","36,23",143,,151,38,113,113,35,78,78,3,75,75,49,26,Fast,40,True
AMM ENREGISTREE,Commercialisé,IRVEL,150 MG,COMPRIME PELLICULE,BOITE DE 28,GN,IRBESARTAN,CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"108,70","67,90","64,70",144,,166,10,156,156,35,121,121,17,104,154,15,139,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,IRVEL,150 MG,COMPRIME PELLICULE,BOITE DE 7,GN,IRBESARTAN,CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"36,00","22,50","21,46",145,,128,39,89,89,36,53,53,47,6,54,2,52,Fast,40,False
AMM ENREGISTREE,Commercialisé,IRVEL,300 MG,COMPRIME PELLICULE,BOITE DE 14,GN,IRBESARTAN,CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"84,00","52,50","50,03",146,,169,41,128,148,9,139,139,34,105,105,38,67,Fast,40,False
AMM ENREGISTREE,Commercialisé,IRVEL,300 MG,COMPRIME PELLICULE,BOITE DE 28,GN,IRBESARTAN,CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"150,00","93,80","89,31",147,,75,33,42,89,38,51,51,1,50,50,1,49,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,IRVEL,300 MG,COMPRIME PELLICULE,BOITE DE 7,GN,IRBESARTAN,CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"47,00","29,40","28,00",148,,50,31,19,19,1,18,18,2,16,16,6,10,Very Slow,10,False
AMM RETIREE,Rertiré du Marché,LISASPIN,100 MG,POUDRE ORALE,BOITE DE 20,GN,ACETYLSALICYLATE DE LYSINE,HEMATOLOGIE ET HEMOSTASE,AFRIC PHAR,"18,10","11,30","10,06",149,,65,21,44,44,12,32,78,31,47,47,1,46,Slow,20,False
AMM RETIREE,Rertiré du Marché,LISASPIN,1000 MG,POUDRE ORALE,BOITE DE 20,GN,ACETYLSALICYLATE DE LYSINE,ANTALGIQUES,AFRIC PHAR,"48,70","30,30","27,09",150,,71,36,35,35,16,19,19,13,6,6,4,2,Slow,20,True
AMM RETIREE,Rertiré du Marché,LISASPIN,250 MG,POUDRE ORALE,BOITE DE 20,GN,ACETYLSALICYLATE DE LYSINE,HEMATOLOGIE ET HEMOSTASE,AFRIC PHAR,"18,90","11,80","10,51",151,,109,46,63,110,46,64,64,14,50,50,1,49,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,LISASPIN,500 MG / 5 ML,POUDRE POUR PREPARATION INJECTABLE ET SOLVANT,BOITE DE 1 FLACON DE POUDRE + 1 AMPOULE DE SOVANT DE 5 ML,GN,ACETYLSALICYLATE DE LYSINE,ANTALGIQUES,AFRIC PHAR,"4,40","2,80","2,64",152,,112,17,95,139,40,99,99,35,64,64,10,54,Medium,30,False
AMM ENREGISTREE,Non Commercialisé,LISASPIN,500 MG / 5 ML,POUDRE POUR PREPARATION INJECTABLE ET SOLVANT,BOITE DE 6 FLACON DE POUDRE + 6 AMPOULES DE SOVANT DE 5 ML,GN,ACETYLSALICYLATE DE LYSINE,ANTALGIQUES,AFRIC PHAR,"23,40","14,60","13,91",153,,200,39,161,161,48,113,113,20,93,93,15,78,Fast,40,False
AMM RETIREE,Rertiré du Marché,LISASPIN,500 MG,POUDRE ORALE,BOITE DE 20,GN,ACETYLSALICYLATE DE LYSINE,ANTALGIQUES,AFRIC PHAR,"22,80","14,20","12,71",154,,145,40,105,149,33,116,116,33,83,83,2,81,Medium,30,False
AMM ENREGISTREE,Commercialisé,LUMIGAN,"0,3 MG",COLLYRE,FLACON DE 3 ML,PP,BIMATOPROST,OPHTALMOLOGIE,AFRIC PHAR,"214,00","134,30","127,95",155,,94,21,73,73,37,36,85,24,61,61,11,50,Medium,30,False
AMM ENREGISTREE,Commercialisé / AO,MEGAFLOX,100 MG / 50 ML,SOLUTION POUR PERFUSION (IV),FLACON DE 50 ML,GN,CIPROFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,AFRIC PHAR,"74,80","46,70","44,50",156,,92,30,62,62,5,57,57,44,13,54,5,49,Medium,30,False
AMM ENREGISTREE,Commercialisé,MEGAFLOX,200 MG / 100 ML,SOLUTION POUR PERFUSION (IV),FLACON DE 100 ML,GN,CIPROFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,AFRIC PHAR,"141,10","88,20","84,00",157,,118,26,92,92,23,69,69,48,21,21,9,12,Medium,30,True
AMM ENREGISTREE,Commercialisé,MEGAFLOX,250 MG,COMPRIME PELLICULE,BOITE DE 10,GN,CIPROFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,AFRIC PHAR,"51,40","32,10","30,60",158,,83,37,46,92,6,86,86,8,78,78,2,76,Slow,20,False
AMM ENREGISTREE,Commercialisé / AO,MEGAFLOX,400 MG / 200 ML,SOLUTION POUR PERFUSION (IV),FLACON DE 200 ML,GN,CIPROFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,AFRIC PHAR,"253,00","158,30","150,76",159,,162,28,134,165,23,142,142,29,113,113,31,82,Medium,30,False
AMM ENREGISTREE,Commercialisé,MEGAFLOX,500 MG,COMPRIME PELLICULE,BOITE DE 10,GN,CIPROFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,AFRIC PHAR,"74,80","46,70","44,50",160,,55,7,48,48,12,36,58,13,45,45,12,33,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,MEGAFLOX IST,500 MG,COMPRIME PELLICULE,BOITE DE 2,GN,CIPROFLOXACINE (CHLORHYDRATE),INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,AFRIC PHAR,"35,50","22,20","21,14",161,,107,4,103,103,33,70,70,12,58,58,6,52,Slow,20,False
AMM ENREGISTREE,Non Commercialisé,METOSPIR,"1,5 MUI / 250 MG",COMPRIME DISPERSIBLE,BOITE DE 16,GN,SPIRAMYCINE // METRONIDAZOLE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,AFRIC PHAR,"74,80","46,70","44,50",162,,72,43,29,29,5,24,24,4,20,20,19,1,Slow,20,True
AMM ENREGISTREE,Non Commercialisé,METOSPIR,"1,5 MUI / 250 MG",COMPRIME DISPERSIBLE,BOITE DE 24,GN,SPIRAMYCINE // METRONIDAZOLE,INFECTIOLOGIE-PARASITOLOGIE-IMMUNOLOGIE,AFRIC PHAR,"106,50","66,60","63,42",163,,115,41,74,74,8,66,66,37,29,52,2,50,Medium,30,False
AMM ENREGISTREE,Commercialisé,MONONITRIL,20 MG,COMPRIME,BOITE DE 20,GN,ISOSORBIDE (5-MONONITRATE D'),CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"17,00","10,60","10,12",164,,137,36,101,101,27,74,110,49,61,61,21,40,Fast,40,False
AMM ENREGISTREE,Commercialisé,MONONITRIL,20 MG,COMPRIME,BOITE DE 60,GN,ISOSORBIDE (5-MONONITRATE D'),CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"49,50","30,90","29,46",165,,119,8,111,111,28,83,83,47,36,36,21,15,Medium,30,True
AMM ENREGISTREE,Commercialisé,MONONITRIL,40 MG,COMPRIME,BOITE DE 60,GN,ISOSORBIDE (5-MONONITRATE D'),CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"65,20","40,70","38,81",166,,83,26,57,57,26,31,31,17,14,14,1,13,Slow,20,True
AMM ENREGISTREE,Commercialisé,NOCOL,20 MG,COMPRIME PELLICULE,BOITE DE 30,GN,SIMVASTATINE,CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"97,60","61,00","58,08",167,,143,25,118,157,32,125,125,20,105,105,41,64,Medium,30,False
AMM ENREGISTREE,Commercialisé,NOCOL,20 MG,COMPRIME PELLICULE,BOITE DE 60,GN,SIMVASTATINE,CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"188,50","117,80","112,20",168,,100,19,81,81,29,52,52,48,4,4,3,1,Medium,30,True
AMM ENREGISTREE,Commercialisé,NOCOL,40 MG,COMPRIME PELLICULE,BOITE DE 30,GN,SIMVASTATINE,CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"171,00","106,90","101,78",169,,164,1,163,163,29,134,134,3,131,131,20,111,Slow,20,False
AMM ENREGISTREE,Commercialisé,NOCOL,40 MG,COMPRIME PELLICULE,BOITE DE 60,GN,SIMVASTATINE,CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"283,00","188,10","179,14",170,,110,42,68,68,18,50,50,30,20,20,5,15,Medium,30,True
AMM ENREGISTREE,Commercialisé,NOLIP (Ex nom : TORSTINE),10 MG,COMPRIME PELLICULE,BOITE DE 10,GN,ROSUVASTATINE,CARDIOLOGIE ET ANGEIOLOGIE,AFRIC PHAR,"59,70","37,30","35,57",171,,110,2,108,144,8,136,136,45,91,91,7,84,Slow,20,False
